index	album	song_title	lyric	line_number	release_date
295	Taylor Swift - folklore (Tradução em Português) by Genius Brasil Traduções	Taylor Swift - exile ft. Bon Iver (Tradução em Português) by Genius Brasil Traduções	Você nunca deu um sinal de aviso (Todo esse tempo)	64	2020-07-24
295	Taylor Swift - folklore (Tradução em Português) by Genius Brasil Traduções	Taylor Swift - exile ft. Bon Iver (Tradução em Português) by Genius Brasil Traduções	(Tantos sinais) Eu nunca aprendi a ler sua mente	65	2020-07-24
295	Taylor Swift - folklore (Tradução em Português) by Genius Brasil Traduções	Taylor Swift - exile ft. Bon Iver (Tradução em Português) by Genius Brasil Traduções	(Tantos sinais) Eu não consegui virar o jogo (Eu não consegui virar o jogo)	66	2020-07-24
295	Taylor Swift - folklore (Tradução em Português) by Genius Brasil Traduções	Taylor Swift - exile ft. Bon Iver (Tradução em Português) by Genius Brasil Traduções	Porque você nunca deu um sinal de aviso (Você nunca deu um sinal de aviso)	67	2020-07-24
295	Taylor Swift - folklore (Tradução em Português) by Genius Brasil Traduções	Taylor Swift - exile ft. Bon Iver (Tradução em Português) by Genius Brasil Traduções	Você nunca deu um sinal de aviso	68	2020-07-24
295	Taylor Swift - folklore (Tradução em Português) by Genius Brasil Traduções	Taylor Swift - exile ft. Bon Iver (Tradução em Português) by Genius Brasil Traduções	Ah, ah	69	2020-07-24
297	Taylor Songs 2003 Demo	Lucky You 	[Verse 1]	0	None
297	Taylor Songs 2003 Demo	Lucky You 	There's a little girl in this little town	1	None
297	Taylor Songs 2003 Demo	Lucky You 	With a little too much heart to go around	2	None
297	Taylor Songs 2003 Demo	Lucky You 	Live forever, never say never	3	None
297	Taylor Songs 2003 Demo	Lucky You 	You could do better, that's what she says	4	None
297	Taylor Songs 2003 Demo	Lucky You 	[Chorus]	5	None
297	Taylor Songs 2003 Demo	Lucky You 	Mama named her Lucky on a starlit night	6	None
297	Taylor Songs 2003 Demo	Lucky You 	A rabbit foot in her pocket, she dances in spite	7	None
297	Taylor Songs 2003 Demo	Lucky You 	Of the fact that she's different	8	None
297	Taylor Songs 2003 Demo	Lucky You 	And yet she's the same	9	None
297	Taylor Songs 2003 Demo	Lucky You 	And she says lucky you, lucky you	10	None
297	Taylor Songs 2003 Demo	Lucky You 	[Verse 2]	11	None
297	Taylor Songs 2003 Demo	Lucky You 	She sings her little song, she walks along	12	None
297	Taylor Songs 2003 Demo	Lucky You 	A little pathway headed for the skies	13	None
297	Taylor Songs 2003 Demo	Lucky You 	Left to travels, lives they unravel	14	None
297	Taylor Songs 2003 Demo	Lucky You 	Mind over matter, that's what she says	15	None
297	Taylor Songs 2003 Demo	Lucky You 	[Chorus]	16	None
297	Taylor Songs 2003 Demo	Lucky You 	Mama named her Lucky on a starlit night	17	None
297	Taylor Songs 2003 Demo	Lucky You 	A rabbit foot in her pocket, she dances in spite	18	None
297	Taylor Songs 2003 Demo	Lucky You 	Of the fact that she's different	19	None
297	Taylor Songs 2003 Demo	Lucky You 	And yet she's the same	20	None
297	Taylor Songs 2003 Demo	Lucky You 	And she says lucky you, lucky you, lucky you	21	None
297	Taylor Songs 2003 Demo	Lucky You 	[Bridge]	22	None
297	Taylor Songs 2003 Demo	Lucky You 	Maybe she'll sing you do do do do	23	None
297	Taylor Songs 2003 Demo	Lucky You 	Maybe she'll bring you into the skies	24	None
297	Taylor Songs 2003 Demo	Lucky You 	Honey she'll love you, funny how some view	25	None
297	Taylor Songs 2003 Demo	Lucky You 	Angels above you aren’t so far away	26	None
297	Taylor Songs 2003 Demo	Lucky You 	[Chorus]	27	None
297	Taylor Songs 2003 Demo	Lucky You 	Mama named her Lucky on a starlit night	28	None
297	Taylor Songs 2003 Demo	Lucky You 	A rabbit foot in her pocket, she dances in spite	29	None
297	Taylor Songs 2003 Demo	Lucky You 	Of the fact that she's different	30	None
297	Taylor Songs 2003 Demo	Lucky You 	And yet she's the same	31	None
297	Taylor Songs 2003 Demo	Lucky You 	And she says lucky you, lucky you	32	None
298	2004 Demo CD (Three Songs)	Your Face 	[Verse 1]	0	None
298	2004 Demo CD (Three Songs)	Your Face 	I heard a song tonight on the radio	1	None
298	2004 Demo CD (Three Songs)	Your Face 	Another girl sings about a boy	2	None
298	2004 Demo CD (Three Songs)	Your Face 	Just sees his face in every space in every room	3	None
298	2004 Demo CD (Three Songs)	Your Face 	And I know that if I turn around you won't be there	4	None
298	2004 Demo CD (Three Songs)	Your Face 	If I close my eyes will you be there?	5	None
298	2004 Demo CD (Three Songs)	Your Face 	[Chorus]	6	None
298	2004 Demo CD (Three Songs)	Your Face 	I don't want to lose your face	7	None
298	2004 Demo CD (Three Songs)	Your Face 	And I don't want to wake one day	8	None
298	2004 Demo CD (Three Songs)	Your Face 	And not remember what time erased	9	None
298	2004 Demo CD (Three Songs)	Your Face 	And I don't want to turn around	10	None
298	2004 Demo CD (Three Songs)	Your Face 	Because I’m not scared	11	None
298	2004 Demo CD (Three Songs)	Your Face 	Of what love gave me and took away	12	None
298	2004 Demo CD (Three Songs)	Your Face 	And I don't want to lose your face	13	None
298	2004 Demo CD (Three Songs)	Your Face 	[Verse 2]	14	None
298	2004 Demo CD (Three Songs)	Your Face 	I've got a picture of you in my bedroom	15	None
298	2004 Demo CD (Three Songs)	Your Face 	And I hope it never falls	16	None
298	2004 Demo CD (Three Songs)	Your Face 	And I hope I never lose that feeling	17	None
298	2004 Demo CD (Three Songs)	Your Face 	I used to get when you would call	18	None
298	2004 Demo CD (Three Songs)	Your Face 	And now I wonder to myself	19	None
298	2004 Demo CD (Three Songs)	Your Face 	Who were you and where are you?	20	None
298	2004 Demo CD (Three Songs)	Your Face 	Were you ever here at all?	21	None
298	2004 Demo CD (Three Songs)	Your Face 	[Chorus]	22	None
298	2004 Demo CD (Three Songs)	Your Face 	[Verse 3]	23	None
298	2004 Demo CD (Three Songs)	Your Face 	That girl in the song had it so good	24	None
298	2004 Demo CD (Three Songs)	Your Face 	I wish I could close my eyes and see you	25	None
298	2004 Demo CD (Three Songs)	Your Face 	I wish the sky had your face	26	None
298	2004 Demo CD (Three Songs)	Your Face 	And the oceans had your eyes	27	None
298	2004 Demo CD (Three Songs)	Your Face 	And the sunset had your lips	28	None
298	2004 Demo CD (Three Songs)	Your Face 	And I had you	29	None
298	2004 Demo CD (Three Songs)	Your Face 	[Chorus]	30	None
299	Unreleased Songs	I Wished On A Plane 	[Verse 1]	0	None
299	Unreleased Songs	I Wished On A Plane 	Throwing pennies at the fountain	1	None
299	Unreleased Songs	I Wished On A Plane 	When you're standing on a mountain	2	None
299	Unreleased Songs	I Wished On A Plane 	It's kind of hard to aim	3	None
299	Unreleased Songs	I Wished On A Plane 	Like the tree we carved our names in	4	None
299	Unreleased Songs	I Wished On A Plane 	There must be an explanation	5	None
299	Unreleased Songs	I Wished On A Plane 	Guess it didn't get enough rain	6	None
299	Unreleased Songs	I Wished On A Plane 	I need reasons why you're leaving	7	None
299	Unreleased Songs	I Wished On A Plane 	[Chorus]	8	None
299	Unreleased Songs	I Wished On A Plane 	Well I guess I wished on a plane	9	None
299	Unreleased Songs	I Wished On A Plane 	I thought it was a star	10	None
299	Unreleased Songs	I Wished On A Plane 	I guess what you wrote on paper	11	None
299	Unreleased Songs	I Wished On A Plane 	Wasn't written on your heart	12	None
299	Unreleased Songs	I Wished On A Plane 	Could've sworn you said you loved me	13	None
299	Unreleased Songs	I Wished On A Plane 	I guess I heard you wrong	14	None
299	Unreleased Songs	I Wished On A Plane 	And I guess I wished on a plane	15	None
299	Unreleased Songs	I Wished On A Plane 	That I thought was a star	16	None
299	Unreleased Songs	I Wished On A Plane 	[Verse 2]	17	None
299	Unreleased Songs	I Wished On A Plane 	Diving off into the deep end	18	None
299	Unreleased Songs	I Wished On A Plane 	Honestly believed you'd be there	19	None
299	Unreleased Songs	I Wished On A Plane 	When I jumped in	20	None
299	Unreleased Songs	I Wished On A Plane 	Guess it ain't your territory	21	None
299	Unreleased Songs	I Wished On A Plane 	We had the perfect love story	22	None
299	Unreleased Songs	I Wished On A Plane 	Except the ending	23	None
299	Unreleased Songs	I Wished On A Plane 	Nothing comes true	24	None
299	Unreleased Songs	I Wished On A Plane 	When it comes to you, oh	25	None
299	Unreleased Songs	I Wished On A Plane 	[Chorus]	26	None
299	Unreleased Songs	I Wished On A Plane 	Well I guess I wished on a plane	27	None
299	Unreleased Songs	I Wished On A Plane 	I thought it was a star	28	None
299	Unreleased Songs	I Wished On A Plane 	I guess what you wrote on paper	29	None
299	Unreleased Songs	I Wished On A Plane 	Wasn't written in your heart	30	None
299	Unreleased Songs	I Wished On A Plane 	Could've sworn you said you loved me	31	None
299	Unreleased Songs	I Wished On A Plane 	I guess I heard you wrong	32	None
299	Unreleased Songs	I Wished On A Plane 	And I guess I wished on a plane	33	None
299	Unreleased Songs	I Wished On A Plane 	That I thought was a star	34	None
299	Unreleased Songs	I Wished On A Plane 	[Bridge]	35	None
299	Unreleased Songs	I Wished On A Plane 	The night was so cloudy	36	None
299	Unreleased Songs	I Wished On A Plane 	It's not my fault	37	None
299	Unreleased Songs	I Wished On A Plane 	I just couldn't see	38	None
299	Unreleased Songs	I Wished On A Plane 	[Chorus]	39	None
299	Unreleased Songs	I Wished On A Plane 	And I guess I wished on a plane	40	None
299	Unreleased Songs	I Wished On A Plane 	I thought it was a star	41	None
299	Unreleased Songs	I Wished On A Plane 	Guess what you wrote on paper	42	None
299	Unreleased Songs	I Wished On A Plane 	Wasn't written in your heart	43	None
299	Unreleased Songs	I Wished On A Plane 	Could've sworn you said you loved me	44	None
299	Unreleased Songs	I Wished On A Plane 	I guess I heard you wrong	45	None
299	Unreleased Songs	I Wished On A Plane 	And I guess I wished on a plane	46	None
299	Unreleased Songs	I Wished On A Plane 	That I thought was a star	47	None
299	Unreleased Songs	I Wished On A Plane 	[Outro]	48	None
299	Unreleased Songs	I Wished On A Plane 	Throwing pennies at the fountain	49	None
299	Unreleased Songs	I Wished On A Plane 	When you're standing on a mountain	50	None
299	Unreleased Songs	I Wished On A Plane 	It's kind of hard to aim	51	None
300	Vol. 2 Demo CD	Point of View 	Time is passing slowly for the eight year old next door	0	None
300	Vol. 2 Demo CD	Point of View 	But mama's watch is ticking off the wall	1	None
300	Vol. 2 Demo CD	Point of View 	Jillian and Bobby think that they're a perfect pair	2	None
300	Vol. 2 Demo CD	Point of View 	But girls could say he's just a bit too tall	3	None
300	Vol. 2 Demo CD	Point of View 	You don't have to do to win big	4	None
300	Vol. 2 Demo CD	Point of View 	You just have to think it	5	None
300	Vol. 2 Demo CD	Point of View 	Some folks say the glass is half full	6	None
300	Vol. 2 Demo CD	Point of View 	Others choose to drink it	7	None
300	Vol. 2 Demo CD	Point of View 	Some say the grass could be greener	8	None
300	Vol. 2 Demo CD	Point of View 	And the other side ain't far away	9	None
300	Vol. 2 Demo CD	Point of View 	But I say the old could be newer	10	None
300	Vol. 2 Demo CD	Point of View 	And love still counts when it doesn't stay	11	None
300	Vol. 2 Demo CD	Point of View 	Some say I love you	12	None
300	Vol. 2 Demo CD	Point of View 	Some say love needs proof	13	None
300	Vol. 2 Demo CD	Point of View 	It's all in your point of view	14	None
300	Vol. 2 Demo CD	Point of View 	He hated pink so she threw out her favorite clothes	15	None
300	Vol. 2 Demo CD	Point of View 	His NFL was turned to TLC	16	None
300	Vol. 2 Demo CD	Point of View 	Baby's got an attitude and thinks they just don't know	17	None
300	Vol. 2 Demo CD	Point of View 	But they all do and wish that she could see	18	None
300	Vol. 2 Demo CD	Point of View 	You don't have to do to win big	19	None
300	Vol. 2 Demo CD	Point of View 	You just have to think it	20	None
300	Vol. 2 Demo CD	Point of View 	Some folks say the glass is half full	21	None
300	Vol. 2 Demo CD	Point of View 	Others choose to drink it	22	None
300	Vol. 2 Demo CD	Point of View 	Some say the grass could be greener	23	None
300	Vol. 2 Demo CD	Point of View 	And the other side ain't far away	24	None
300	Vol. 2 Demo CD	Point of View 	But I say the old could be newer	25	None
300	Vol. 2 Demo CD	Point of View 	And love still counts when it doesn't stay	26	None
300	Vol. 2 Demo CD	Point of View 	Some say I love you	27	None
300	Vol. 2 Demo CD	Point of View 	Some say love needs proof	28	None
300	Vol. 2 Demo CD	Point of View 	It's all in your point of view	29	None
300	Vol. 2 Demo CD	Point of View 	In the least or masterpiece	30	None
300	Vol. 2 Demo CD	Point of View 	Depends on one's opinion	31	None
300	Vol. 2 Demo CD	Point of View 	Worst of all they never call	32	None
300	Vol. 2 Demo CD	Point of View 	But don't think that they weren't wishing	33	None
300	Vol. 2 Demo CD	Point of View 	Some say the grass could be greener	34	None
300	Vol. 2 Demo CD	Point of View 	And the other side ain't far away	35	None
300	Vol. 2 Demo CD	Point of View 	But I say the old could be newer	36	None
300	Vol. 2 Demo CD	Point of View 	And love still counts when it doesn't stay	37	None
300	Vol. 2 Demo CD	Point of View 	Some say I love you	38	None
300	Vol. 2 Demo CD	Point of View 	Some say love needs proof	39	None
300	Vol. 2 Demo CD	Point of View 	It's all in your point of view	40	None
300	Vol. 2 Demo CD	Point of View 	It's all in your point of view	41	None
300	Vol. 2 Demo CD	Point of View 	Point of view	42	None
300	Vol. 2 Demo CD	Point of View 	It's all in your point of view	43	None
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	[Fearless]	0	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	There's somethin' 'bout the way	1	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	The street looks when it's just rained	2	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	There's a glow off the pavement	3	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	Walk me to the car	4	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	And you know I wanna ask you to dance right there	5	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	In the middle of the parking lot	6	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	Yeah	7	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	[Hey, Soul Sister]	8	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	Hey, hey, hey	9	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	[Fearless]	10	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	We're drivin' down the road	11	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	I wonder if you know	12	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	I'm tryin' so hard not to get caught up now	13	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	But you're just so cool	14	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	Run your hands through your hair	15	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	Absentmindedly makin' me want you	16	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	[Fearless]	17	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	And I don't know how it gets better than this	18	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	You take my hand and drag me headfirst	19	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	Fearless	20	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	And I don't know why when with you I'd dance	21	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	In a storm in my best dress	22	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	Fearless	23	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	[Hey, Soul Sister]	24	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	Hey, hey, hey	25	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	[Fearless]	26	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	So baby drive slow	27	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	'Til we run out of road in this one horse town	28	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	I wanna stay right here in this passenger seat	29	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	You put your eyes on me	30	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	In this moment now, capture it, remember it	31	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	[Fearless]	32	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	'Cause I don't know how it gets better than this	33	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	You take my hand and drag me headfirst	34	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	Fearless	35	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	And I don't know why but with you I'd dance	36	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	In a storm in my best dress	37	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	Fearless	38	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	[I'm Yours]	39	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	But I won't hesitate no more, no more	40	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	It cannot wait, I'm yours	41	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	[Hey, Soul Sister]	42	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	Hey, hey, hey	43	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	[Fearless]	44	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	'Cause I don't know how it gets better than this	45	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	You take my hand and drag me headfirst	46	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	Fearless	47	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	And I don't know why but with you I'd dance	48	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	In a storm in my best dress	49	2011-03-24
302	Speak Now: World Tour Live (Deluxe)	Fearless / I’m Yours / Hey Soul Sister (Live/2011) 	Fearless	50	2011-03-24
303	Vol. 2 Demo CD	Live For The Little Things 	[Verse 1]	0	None
303	Vol. 2 Demo CD	Live For The Little Things 	One daybreak, one heartache	1	None
303	Vol. 2 Demo CD	Live For The Little Things 	Every once-upon-a-time	2	None
303	Vol. 2 Demo CD	Live For The Little Things 	That black dress, happiness	3	None
303	Vol. 2 Demo CD	Live For The Little Things 	Bubble baths and quarter lines	4	None
303	Vol. 2 Demo CD	Live For The Little Things 	[Pre-Chorus]	5	None
303	Vol. 2 Demo CD	Live For The Little Things 	They mean so much to everyone	6	None
303	Vol. 2 Demo CD	Live For The Little Things 	But you count them up one by one	7	None
303	Vol. 2 Demo CD	Live For The Little Things 	[Chorus]	8	None
303	Vol. 2 Demo CD	Live For The Little Things 	Clear midnights and this spotlight	9	None
303	Vol. 2 Demo CD	Live For The Little Things 	Once thinking that your dad was ten feet tall	10	None
303	Vol. 2 Demo CD	Live For The Little Things 	A blue bonnet, a braid on it	11	None
303	Vol. 2 Demo CD	Live For The Little Things 	Quiet winters and leaves that always fall	12	None
303	Vol. 2 Demo CD	Live For The Little Things 	Your black boots, my red flower ring	13	None
303	Vol. 2 Demo CD	Live For The Little Things 	Live for the little things	14	None
303	Vol. 2 Demo CD	Live For The Little Things 	[Verse 2]	15	None
303	Vol. 2 Demo CD	Live For The Little Things 	Oil paintings and making	16	None
303	Vol. 2 Demo CD	Live For The Little Things 	Every detail turn out bad	17	None
303	Vol. 2 Demo CD	Live For The Little Things 	One last stands, new romance	18	None
303	Vol. 2 Demo CD	Live For The Little Things 	Living for that love and person	19	None
303	Vol. 2 Demo CD	Live For The Little Things 	[Pre-Chorus]	20	None
303	Vol. 2 Demo CD	Live For The Little Things 	[Chorus]	21	None
303	Vol. 2 Demo CD	Live For The Little Things 	Ohh, yeah	22	None
303	Vol. 2 Demo CD	Live For The Little Things 	Ohh	23	None
303	Vol. 2 Demo CD	Live For The Little Things 	[Bridge]	24	None
303	Vol. 2 Demo CD	Live For The Little Things 	No fighting, black riding	25	None
303	Vol. 2 Demo CD	Live For The Little Things 	Wish upon a star and give the moon a smile	26	None
303	Vol. 2 Demo CD	Live For The Little Things 	Pretending, defending	27	None
303	Vol. 2 Demo CD	Live For The Little Things 	Take a risk and go along for the ride	28	None
303	Vol. 2 Demo CD	Live For The Little Things 	Strawberries and fairies with wings	29	None
303	Vol. 2 Demo CD	Live For The Little Things 	Live for the little things	30	None
303	Vol. 2 Demo CD	Live For The Little Things 	[Outro]	31	None
303	Vol. 2 Demo CD	Live For The Little Things 	Na na na...	32	None
303	Vol. 2 Demo CD	Live For The Little Things 	Oh, yeah	33	None
303	Vol. 2 Demo CD	Live For The Little Things 	Na na na...	34	None
303	Vol. 2 Demo CD	Live For The Little Things 	Ohh, yeah	35	None
303	Vol. 2 Demo CD	Live For The Little Things 	Na na na...	36	None
304	Unreleased Songs	Making Up For Lost Love 	[Verse 1]	0	None
304	Unreleased Songs	Making Up For Lost Love 	I need you more than I know how to mention	1	None
304	Unreleased Songs	Making Up For Lost Love 	And I'd give forever to get your attention	2	None
304	Unreleased Songs	Making Up For Lost Love 	Be you're summer midnight with starry blue eyes	3	None
304	Unreleased Songs	Making Up For Lost Love 	That only see you and are yours every night	4	None
304	Unreleased Songs	Making Up For Lost Love 	[Pre-Chorus]	5	None
304	Unreleased Songs	Making Up For Lost Love 	Ooh, ooh, love's like this	6	None
304	Unreleased Songs	Making Up For Lost Love 	It's something I missed	7	None
304	Unreleased Songs	Making Up For Lost Love 	Ooh, ooh, love's like this	8	None
304	Unreleased Songs	Making Up For Lost Love 	[Chorus]	9	None
304	Unreleased Songs	Making Up For Lost Love 	And that small town daydream	10	None
304	Unreleased Songs	Making Up For Lost Love 	Lasted all night	11	None
304	Unreleased Songs	Making Up For Lost Love 	'Cause tonight all those bright city lights	12	None
304	Unreleased Songs	Making Up For Lost Love 	Just look at you look at me	13	None
304	Unreleased Songs	Making Up For Lost Love 	Heaven looked down to see	14	None
304	Unreleased Songs	Making Up For Lost Love 	We're falling now	15	None
304	Unreleased Songs	Making Up For Lost Love 	And there's nothing we ain't too sure of	16	None
304	Unreleased Songs	Making Up For Lost Love 	Just two kids making up for lost love	17	None
304	Unreleased Songs	Making Up For Lost Love 	[Verse 2]	18	None
304	Unreleased Songs	Making Up For Lost Love 	All of the days that I couldn't get it right	19	None
304	Unreleased Songs	Making Up For Lost Love 	It all disappeared lying here by your side	20	None
304	Unreleased Songs	Making Up For Lost Love 	With your dirty blue jeans and my crooked smile	21	None
304	Unreleased Songs	Making Up For Lost Love 	You make it look easy changing my life	22	None
304	Unreleased Songs	Making Up For Lost Love 	[Pre-Chorus]	23	None
304	Unreleased Songs	Making Up For Lost Love 	[Chorus]	24	None
304	Unreleased Songs	Making Up For Lost Love 	[Bridge]	25	None
304	Unreleased Songs	Making Up For Lost Love 	Heaven had quite the time	26	None
304	Unreleased Songs	Making Up For Lost Love 	To figure this life out	27	None
304	Unreleased Songs	Making Up For Lost Love 	But baby I've got mine	28	None
304	Unreleased Songs	Making Up For Lost Love 	To give you everything you dream about	29	None
304	Unreleased Songs	Making Up For Lost Love 	[Pre-Chorus]	30	None
304	Unreleased Songs	Making Up For Lost Love 	[Chorus]	31	None
304	Unreleased Songs	Making Up For Lost Love 	[Repeat Chorus]	32	None
306	Vol. 2 Demo CD	In The Pouring Rain 	I loved you for a little, a little while	0	None
306	Vol. 2 Demo CD	In The Pouring Rain 	I think you know that!	1	None
306	Vol. 2 Demo CD	In The Pouring Rain 	It would have worked for a little	2	None
306	Vol. 2 Demo CD	In The Pouring Rain 	Except for that day you...	3	None
306	Vol. 2 Demo CD	In The Pouring Rain 	It's not like you to be here	4	None
306	Vol. 2 Demo CD	In The Pouring Rain 	When you said you won't!	5	None
306	Vol. 2 Demo CD	In The Pouring Rain 	But in the pouring rain	6	None
306	Vol. 2 Demo CD	In The Pouring Rain 	You changed everything	7	None
306	Vol. 2 Demo CD	In The Pouring Rain 	You changed the tune!	8	None
306	Vol. 2 Demo CD	In The Pouring Rain 	In the middle of the game	9	None
306	Vol. 2 Demo CD	In The Pouring Rain 	You changed everything	10	None
306	Vol. 2 Demo CD	In The Pouring Rain 	You changed the rules!	11	None
306	Vol. 2 Demo CD	In The Pouring Rain 	It's not like we could forget something quickly	12	None
306	Vol. 2 Demo CD	In The Pouring Rain 	Except in the pouring rain	13	None
306	Vol. 2 Demo CD	In The Pouring Rain 	It kills me to say this	14	None
306	Vol. 2 Demo CD	In The Pouring Rain 	It really does, it kills my heart!	15	None
306	Vol. 2 Demo CD	In The Pouring Rain 	But I might still love you	16	None
306	Vol. 2 Demo CD	In The Pouring Rain 	Reason we're just fallen apart	17	None
306	Vol. 2 Demo CD	In The Pouring Rain 	But it's not like me to answer	18	None
306	Vol. 2 Demo CD	In The Pouring Rain 	Gonna change my mind!	19	None
306	Vol. 2 Demo CD	In The Pouring Rain 	But in the pouring rain, You changed everything	20	None
306	Vol. 2 Demo CD	In The Pouring Rain 	You changed the tune!	21	None
306	Vol. 2 Demo CD	In The Pouring Rain 	In the middle of the game	22	None
306	Vol. 2 Demo CD	In The Pouring Rain 	You changed everything	23	None
306	Vol. 2 Demo CD	In The Pouring Rain 	You changed the rules!	24	None
306	Vol. 2 Demo CD	In The Pouring Rain 	And it's not like we could forget something quickly	25	None
