Updated On,State,Total Doses Administered,Sessions, Sites ,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered), Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered),AEFI,18-44 Years (Doses Administered),45-60 Years (Doses Administered),60+ Years (Doses Administered),18-44 Years(Individuals Vaccinated),45-60 Years(Individuals Vaccinated),60+ Years(Individuals Vaccinated),Male(Individuals Vaccinated),Female(Individuals Vaccinated),Transgender(Individuals Vaccinated),Total Individuals Vaccinated
13/04/2021,Tamil Nadu,4019326.0,660880.0,5169.0,3565954.0,453372.0,1821956.0,1743614.0,384.0,532413.0,3486913.0,,90.0,,,,571908.0,1676744.0,1316094.0,,,,3565954.0
14/04/2021,Tamil Nadu,4110125.0,648770.0,5096.0,3641043.0,469082.0,1866609.0,1774045.0,389.0,542671.0,3567454.0,,90.0,,,,574452.0,1722775.0,1342605.0,,,,3641043.0
15/04/2021,Tamil Nadu,4315785.0,673000.0,5229.0,3801731.0,514054.0,1953686.0,1847635.0,410.0,563954.0,3751831.0,,91.0,,,,578668.0,1816091.0,1405758.0,,,,3801731.0
16/04/2021,Tamil Nadu,4528836.0,664911.0,5249.0,3966587.0,562249.0,2043812.0,1922344.0,431.0,590463.0,3938373.0,,95.0,,,,584458.0,1914345.0,1466567.0,,,,3966587.0
17/04/2021,Tamil Nadu,4669044.0,621790.0,4900.0,4063643.0,605401.0,2096168.0,1967033.0,442.0,613357.0,4055687.0,,100.0,,,,589328.0,1972383.0,1500712.0,,,,4063643.0
18/04/2021,Tamil Nadu,4710862.0,637202.0,5010.0,4090953.0,619909.0,2110947.0,1979559.0,447.0,624338.0,4086524.0,,101.0,,,,590756.0,1988812.0,1510164.0,,,,4090953.0
19/04/2021,Tamil Nadu,4813376.0,668830.0,5279.0,4147072.0,666304.0,2140772.0,2005846.0,454.0,654271.0,4159105.0,,101.0,,,,594251.0,2019843.0,1531756.0,,,,4147072.0
20/04/2021,Tamil Nadu,4892064.0,674276.0,5337.0,4187565.0,704499.0,2162999.0,2024108.0,458.0,682404.0,4209660.0,,103.0,,,,597311.0,2042371.0,1546660.0,,,,4187565.0
21/04/2021,Tamil Nadu,4965564.0,668784.0,5300.0,4223251.0,742313.0,2182481.0,2040308.0,462.0,708301.0,4257263.0,,103.0,,,,600209.0,2062235.0,1559583.0,,,,4223251.0
22/04/2021,Tamil Nadu,5075681.0,679124.0,5384.0,4268889.0,806792.0,2206806.0,2061619.0,464.0,728203.0,4347478.0,,105.0,,,,603361.0,2087506.0,1576796.0,,,,4268889.0
23/04/2021,Tamil Nadu,5205556.0,675120.0,5380.0,4323326.0,882230.0,2236387.0,2086468.0,471.0,745060.0,4460496.0,,106.0,,,,607068.0,2118184.0,1596851.0,,,,4323326.0
24/04/2021,Tamil Nadu,5327915.0,617336.0,4927.0,4376661.0,951254.0,2265694.0,2110488.0,479.0,757930.0,4569985.0,,106.0,,,,611262.0,2149759.0,1614410.0,,,,4376661.0
25/04/2021,Tamil Nadu,5351073.0,604336.0,4852.0,4388384.0,962689.0,2272205.0,2115700.0,479.0,761022.0,4590051.0,,106.0,,,,612470.0,2156407.0,1618277.0,,,,4388384.0
26/04/2021,Tamil Nadu,5483332.0,645676.0,5199.0,4440291.0,1043041.0,2299858.0,2139949.0,484.0,783406.0,4699926.0,,107.0,,,,615923.0,2185555.0,1637581.0,,,,4440291.0
27/04/2021,Tamil Nadu,5624732.0,640116.0,5195.0,4495630.0,1129102.0,2329760.0,2165375.0,495.0,814748.0,4809984.0,,109.0,,,,813952.0,2023847.0,1656603.0,,,,4495630.0
28/04/2021,Tamil Nadu,5740648.0,576238.0,4597.0,4544279.0,1196369.0,2356703.0,2187074.0,502.0,839740.0,4900908.0,,110.0,,,,819886.0,2050283.0,1672879.0,,,,4544279.0
29/04/2021,Tamil Nadu,5845197.0,589646.0,4739.0,4589747.0,1255450.0,2381715.0,2207525.0,507.0,868619.0,4976578.0,,111.0,,,,825686.0,2075222.0,1687749.0,,,,4589747.0
30/04/2021,Tamil Nadu,5947056.0,555067.0,4531.0,4635084.0,1311972.0,2407092.0,2227478.0,514.0,896561.0,5050495.0,,113.0,,,,831994.0,2100415.0,1701578.0,,,,4635084.0
01/05/2021,Tamil Nadu,6030884.0,461886.0,3764.0,4671707.0,1359177.0,2426960.0,2244224.0,523.0,910724.0,5120160.0,,115.0,,,,837214.0,2121033.0,1712362.0,,,,4671707.0
02/05/2021,Tamil Nadu,6046415.0,402658.0,3365.0,4679335.0,1367080.0,2431001.0,2247811.0,523.0,913563.0,5132852.0,,116.0,,,,832596.0,2131136.0,1714547.0,,,,4679335.0
03/05/2021,Tamil Nadu,6135244.0,452408.0,3730.0,4716835.0,1418409.0,2450657.0,2265646.0,532.0,923475.0,5211769.0,,116.0,,,,839058.0,2150306.0,1726414.0,,,,4716835.0
04/05/2021,Tamil Nadu,6210666.0,418198.0,3459.0,4750360.0,1460306.0,2468954.0,2280866.0,540.0,932547.0,5278119.0,,117.0,,,,846393.0,2166969.0,1735936.0,,,,4750360.0
05/05/2021,Tamil Nadu,6279062.0,418270.0,3504.0,4781479.0,1497583.0,2486010.0,2294927.0,542.0,941481.0,5337581.0,,117.0,,,,853351.0,2182289.0,1744776.0,,,,4781479.0
06/05/2021,Tamil Nadu,6379188.0,436770.0,3669.0,4823176.0,1556012.0,2508538.0,2314086.0,552.0,963716.0,5415472.0,,120.0,,,,862476.0,2203648.0,1755989.0,,,,4823176.0
07/05/2021,Tamil Nadu,6478830.0,426050.0,3512.0,4866561.0,1612269.0,2532046.0,2333957.0,558.0,985661.0,5493169.0,,121.0,,,,872912.0,2225561.0,1767024.0,,,,4866561.0
08/05/2021,Tamil Nadu,6546261.0,422980.0,3530.0,4895451.0,1650810.0,2547862.0,2347025.0,564.0,1000822.0,5545439.0,,121.0,,,,880824.0,2239487.0,1774074.0,,,,4895451.0
09/05/2021,Tamil Nadu,6569914.0,322700.0,2734.0,4906062.0,1663852.0,2553413.0,2352083.0,566.0,1005549.0,5564365.0,,122.0,,,,883930.0,2244165.0,1776901.0,,,,4906062.0
10/05/2021,Tamil Nadu,6676837.0,395270.0,3336.0,4951333.0,1725504.0,2578019.0,2372741.0,573.0,1016620.0,5660217.0,,122.0,,,,893529.0,2267276.0,1789425.0,,,,4951333.0
11/05/2021,Tamil Nadu,6762623.0,382670.0,3281.0,4991388.0,1771235.0,2600786.0,2390020.0,582.0,1026445.0,5736178.0,,122.0,,,,904479.0,2286716.0,1799065.0,,,,4991388.0
12/05/2021,Tamil Nadu,6851406.0,355450.0,3136.0,5037596.0,1813810.0,2627062.0,2409949.0,585.0,1035957.0,5815449.0,,122.0,,,,915658.0,2310165.0,1810620.0,,,,5037596.0
13/05/2021,Tamil Nadu,6951309.0,344020.0,3030.0,5092140.0,1859169.0,2657709.0,2433839.0,592.0,1045897.0,5905412.0,,122.0,,,,929471.0,2337722.0,1823765.0,,,,5092140.0
14/05/2021,Tamil Nadu,7009930.0,309750.0,2770.0,5126070.0,1883860.0,2677175.0,2448301.0,594.0,1052108.0,5957822.0,,122.0,,,,938151.0,2355329.0,1831396.0,,,,5126070.0
15/05/2021,Tamil Nadu,7074066.0,319540.0,2789.0,5162834.0,1911232.0,2698147.0,2464084.0,603.0,1065723.0,6008343.0,,122.0,,,,948615.0,2373734.0,1839278.0,,,,5162834.0
16/05/2021,Tamil Nadu,7088176.0,239270.0,1949.0,5172965.0,1915211.0,2703711.0,2468649.0,605.0,1069858.0,6018318.0,,122.0,,,,951488.0,2378644.0,1841624.0,,,,5172965.0
17/05/2021,Tamil Nadu,7145700.0,390414.0,2565.0,5216811.0,1928889.0,2728966.0,2487231.0,614.0,1087164.0,6058536.0,,122.0,,,,961398.0,2402529.0,1851650.0,,,,5216811.0
18/05/2021,Tamil Nadu,7194563.0,349377.0,2453.0,5255610.0,1938953.0,2751567.0,2503426.0,617.0,1100365.0,6094198.0,,123.0,,,,973531.0,2421501.0,1859315.0,,,,5255610.0
19/05/2021,Tamil Nadu,7238986.0,328197.0,2365.0,5292027.0,1946959.0,2772935.0,2518471.0,621.0,1111414.0,6127572.0,,123.0,,,,985250.0,2439234.0,1866262.0,,,,5292027.0
20/05/2021,Tamil Nadu,7281385.0,311607.0,2305.0,5328713.0,1952672.0,2794590.0,2533484.0,639.0,1120399.0,6160986.0,,124.0,,,,997180.0,2457011.0,1873225.0,,,,5328713.0
21/05/2021,Tamil Nadu,7324570.0,311620.0,2226.0,5366882.0,1957688.0,2817378.0,2548862.0,642.0,1127840.0,6196730.0,0.0,124.0,,,,1010184.0,2475298.0,1880086.0,,,,5366882.0
22/05/2021,Tamil Nadu,7376365.0,383947.0,2604.0,5414503.0,1961862.0,2844758.0,2569100.0,645.0,1134499.0,6241866.0,0.0,124.0,,,,1024874.0,2498682.0,1889605.0,,,,5414503.0
23/05/2021,Tamil Nadu,7391550.0,259156.0,1850.0,5428452.0,1963098.0,2852648.0,2575158.0,646.0,1135878.0,6255672.0,0.0,124.0,,,,1029907.0,2504920.0,1892281.0,,,,5428452.0
24/05/2021,Tamil Nadu,7474446.0,458062.0,2596.0,5507417.0,1967029.0,2901025.0,2605735.0,657.0,1143767.0,6330679.0,0.0,126.0,,,,1078410.0,2526597.0,1901026.0,,,,5507417.0
25/05/2021,Tamil Nadu,7661541.0,641568.0,2730.0,5690306.0,1971235.0,3017105.0,2672515.0,686.0,1159495.0,6502046.0,0.0,126.0,,,,1233814.0,2546666.0,1908399.0,,,,5690306.0
26/05/2021,Tamil Nadu,7911981.0,789452.0,3078.0,5937633.0,1974348.0,3174901.0,2762018.0,714.0,1175779.0,6736202.0,0.0,126.0,,,,1443321.0,2574094.0,1918723.0,,,,5937633.0
27/05/2021,Tamil Nadu,8207573.0,842133.0,2815.0,6228593.0,1978980.0,3357045.0,2870799.0,749.0,1198182.0,7009391.0,0.0,126.0,,,,1678796.0,2614949.0,1933278.0,,,,6228593.0
28/05/2021,Tamil Nadu,8515660.0,909080.0,2789.0,6520208.0,1995452.0,3538193.0,2981235.0,780.0,1252763.0,7262897.0,0.0,128.0,,,,1918692.0,2653167.0,1946732.0,,,,6520208.0
29/05/2021,Tamil Nadu,8794771.0,933782.0,2606.0,6781739.0,2013032.0,3696597.0,3084329.0,813.0,1323927.0,7470844.0,0.0,129.0,,,,2134830.0,2686468.0,1958773.0,,,,6781739.0
30/05/2021,Tamil Nadu,8893998.0,609522.0,2001.0,6875084.0,2018914.0,3752036.0,3122221.0,827.0,1347360.0,7546638.0,0.0,129.0,,,,2205561.0,2702698.0,1965148.0,,,,6875084.0
31/05/2021,Tamil Nadu,9095854.0,883636.0,2504.0,7063107.0,2032747.0,3865164.0,3197073.0,870.0,1398688.0,7697166.0,0.0,129.0,,,,2328317.0,2749968.0,1983101.0,,,,7063107.0
01/06/2021,Tamil Nadu,9240004.0,647083.0,1940.0,7190142.0,2049862.0,3940737.0,3248526.0,879.0,1448667.0,7791337.0,0.0,130.0,,,,2412174.0,2781604.0,1994628.0,,,,7190142.0
02/06/2021,Tamil Nadu,9349171.0,591489.0,1754.0,7286844.0,2062327.0,3998233.0,3287723.0,888.0,1486152.0,7863019.0,0.0,130.0,,,,2475113.0,2806214.0,2003732.0,,,,7286844.0
03/06/2021,Tamil Nadu,9620641.0,1110367.0,2465.0,7545710.0,2074931.0,4147270.0,3397503.0,937.0,1525249.0,8095392.0,0.0,132.0,,,,2629677.0,2881221.0,2032962.0,,,,7545710.0
04/06/2021,Tamil Nadu,9876220.0,1034732.0,2339.0,7790199.0,2086021.0,4289450.0,3499701.0,1048.0,1579310.0,8296910.0,0.0,132.0,,,,2788463.0,2943579.0,2056176.0,,,,7790199.0
05/06/2021,Tamil Nadu,10018873.0,705541.0,1751.0,7924700.0,2094173.0,4367398.0,3556238.0,1064.0,1633138.0,8385735.0,0.0,132.0,,,,2879183.0,2975186.0,2068285.0,,,,7924700.0
06/06/2021,Tamil Nadu,10069493.0,403493.0,1109.0,7972482.0,2097011.0,4394275.0,3577141.0,1066.0,1661068.0,8408425.0,0.0,132.0,,,,2910677.0,2986909.0,2072824.0,,,,7972482.0
07/06/2021,Tamil Nadu,10135731.0,514480.0,1348.0,8031685.0,2104046.0,4428871.0,3601738.0,1076.0,1695583.0,8440148.0,0.0,133.0,,,,2950450.0,3000710.0,2078369.0,,,,8031685.0
08/06/2021,Tamil Nadu,10185541.0,361855.0,980.0,8076791.0,2108750.0,4456160.0,3619550.0,1081.0,1712385.0,8473156.0,0.0,135.0,,,,2983869.0,3009106.0,2081619.0,,,,8076791.0
09/06/2021,Tamil Nadu,10228792.0,348538.0,924.0,8116108.0,2112684.0,4480787.0,3634233.0,1088.0,1723335.0,8505457.0,0.0,135.0,,,,3013380.0,3016162.0,2084330.0,,,,8116108.0
10/06/2021,Tamil Nadu,10272414.0,309184.0,877.0,8156189.0,2116225.0,4505260.0,3649828.0,1101.0,1731945.0,8540444.0,25.0,135.0,,,,3044343.0,3022731.0,2086846.0,,,,8156189.0
11/06/2021,Tamil Nadu,10340158.0,368882.0,1058.0,8215741.0,2124417.0,4540999.0,3673630.0,1112.0,1770029.0,8569989.0,140.0,135.0,,,,3087391.0,3034365.0,2091644.0,,,,8215741.0
12/06/2021,Tamil Nadu,10648430.0,1192833.0,2220.0,8503345.0,2145085.0,4702048.0,3800150.0,1147.0,1805831.0,8842307.0,292.0,135.0,,,,3290522.0,3094824.0,2115532.0,,,,8503345.0
13/06/2021,Tamil Nadu,10866186.0,1015228.0,1802.0,8711904.0,2154282.0,4814660.0,3896077.0,1167.0,1832529.0,9033365.0,292.0,135.0,,,,3434812.0,3140460.0,2134110.0,,,,8711904.0
14/06/2021,Tamil Nadu,11147886.0,1217066.0,2193.0,8976866.0,2171020.0,4956876.0,4018791.0,1199.0,1891333.0,9256218.0,335.0,135.0,,,,3614126.0,3200509.0,2159655.0,,,,8976866.0
15/06/2021,Tamil Nadu,11285738.0,686688.0,1542.0,9104491.0,2181247.0,5027189.0,4076041.0,1261.0,1936105.0,9349288.0,345.0,135.0,,,,3700064.0,3229605.0,2172227.0,,,,9104491.0
16/06/2021,Tamil Nadu,11643851.0,1593852.0,2357.0,9441618.0,2202233.0,5204848.0,4235461.0,1309.0,1986276.0,9657220.0,355.0,135.0,,,,3922308.0,3310024.0,2206638.0,,,,9441618.0
17/06/2021,Tamil Nadu,11935112.0,1208426.0,2057.0,9713059.0,2222053.0,5351031.0,4360686.0,1342.0,2043906.0,9890841.0,365.0,135.0,,,,4104739.0,3372437.0,2233154.0,,,,9713059.0
18/06/2021,Tamil Nadu,12148674.0,1066866.0,1930.0,9911018.0,2237656.0,5456778.0,4452869.0,1371.0,2097552.0,10050732.0,390.0,136.0,,,,4240700.0,3416060.0,2251458.0,,,,9911018.0
19/06/2021,Tamil Nadu,12498914.0,1417621.0,2249.0,10238404.0,2260510.0,5623026.0,4613947.0,1431.0,2133139.0,10365370.0,405.0,136.0,,,,4466868.0,3486880.0,2281775.0,,,,10238404.0
20/06/2021,Tamil Nadu,12701415.0,1174817.0,1532.0,10429212.0,2272203.0,5718152.0,4709615.0,1445.0,2144571.0,10556439.0,405.0,136.0,,,,4590717.0,3532603.0,2302968.0,,,,10429212.0
21/06/2021,Tamil Nadu,13106666.0,1689629.0,1994.0,10807056.0,2299610.0,5905884.0,4899590.0,1582.0,2159078.0,10947148.0,440.0,136.0,,,,4836041.0,3622791.0,2345177.0,,,,10807056.0
22/06/2021,Tamil Nadu,13414792.0,1050430.0,1721.0,11092832.0,2321960.0,6051762.0,5039433.0,1637.0,2172525.0,11241792.0,475.0,136.0,,,,5025720.0,3688797.0,2375180.0,,,,11092832.0
23/06/2021,Tamil Nadu,13636788.0,781734.0,1596.0,11289696.0,2347092.0,6151199.0,5136751.0,1746.0,2263719.0,11372533.0,536.0,136.0,,,,5158885.0,3732182.0,2395404.0,,,,11289696.0
24/06/2021,Tamil Nadu,14048419.0,1313177.0,2069.0,11658908.0,2389511.0,6332856.0,5324230.0,1822.0,2366442.0,11681370.0,607.0,137.0,,,,5399739.0,3818552.0,2437324.0,,,,11658908.0
25/06/2021,Tamil Nadu,14478557.0,1364039.0,2118.0,12056330.0,2422227.0,7802002.0,6674561.0,1994.0,2449270.0,12028617.0,670.0,139.0,6222352.0,4891246.0,3364959.0,,,,,,,
26/06/2021,Tamil Nadu,14890041.0,1285585.0,2007.0,12420061.0,2469980.0,8003529.0,6884453.0,2059.0,2505217.0,12384000.0,824.0,140.0,6489322.0,4988273.0,3412446.0,,,,,,,
27/06/2021,Tamil Nadu,15021946.0,635680.0,1155.0,12535263.0,2486683.0,8066587.0,6953217.0,2142.0,2531246.0,12489871.0,829.0,140.0,6573509.0,5020430.0,3428007.0,,,,,,,
28/06/2021,Tamil Nadu,15231397.0,876317.0,1498.0,12716906.0,2514491.0,8169942.0,7059206.0,2249.0,2569981.0,12660446.0,970.0,142.0,6708321.0,5070378.0,3452698.0,,,,,,,
29/06/2021,Tamil Nadu,15510424.0,947238.0,1742.0,12963745.0,2546679.0,8308005.0,7200111.0,2308.0,2596643.0,12912612.0,1169.0,142.0,6887342.0,5137732.0,3485350.0,,,,,,,
30/06/2021,Tamil Nadu,15642085.0,838951.0,1205.0,13072807.0,2569278.0,8375147.0,7264601.0,2337.0,2619254.0,13021219.0,1612.0,143.0,6971101.0,5168878.0,3502106.0,,,,,,,
01/07/2021,Tamil Nadu,15859592.0,783388.0,1598.0,13260693.0,2598899.0,8482951.0,7374266.0,2375.0,2633986.0,13223775.0,1831.0,144.0,7105140.0,5223458.0,3530994.0,,,,,,,
02/07/2021,Tamil Nadu,16171046.0,1026676.0,1795.0,13523115.0,2647931.0,8634601.0,7534017.0,2428.0,2659078.0,13509903.0,2065.0,149.0,7296108.0,5302829.0,3572109.0,,,,,,,
03/07/2021,Tamil Nadu,16636165.0,1173802.0,1688.0,13922204.0,2713961.0,8854803.0,7778832.0,2530.0,2685792.0,13947931.0,2442.0,149.0,7578814.0,5423431.0,3633920.0,,,,,,,
04/07/2021,Tamil Nadu,16747198.0,380516.0,781.0,14014851.0,2732347.0,8907074.0,7837531.0,2593.0,2694411.0,14050198.0,2589.0,151.0,7645188.0,5453154.0,3648856.0,,,,,,,
05/07/2021,Tamil Nadu,16920558.0,548611.0,1180.0,14153278.0,2767280.0,8989992.0,7927937.0,2629.0,2707950.0,14209753.0,2855.0,152.0,7746713.0,5499712.0,3674133.0,,,,,,,
06/07/2021,Tamil Nadu,17017222.0,356126.0,873.0,14224524.0,2792698.0,9038014.0,7976534.0,2674.0,2720133.0,14293847.0,3242.0,155.0,7802442.0,5526290.0,3688490.0,,,,,,,
07/07/2021,Tamil Nadu,17093526.0,320464.0,715.0,14279592.0,2813934.0,9076949.0,8013890.0,2687.0,2732468.0,14357391.0,3667.0,160.0,7848417.0,5546102.0,3699007.0,,,,,,,
08/07/2021,Tamil Nadu,17242667.0,450911.0,1145.0,14363188.0,2879479.0,9153192.0,8086750.0,2725.0,2771499.0,14467104.0,4064.0,162.0,7932313.0,5588088.0,3722266.0,,,,,,,
09/07/2021,Tamil Nadu,17335483.0,365042.0,919.0,14417332.0,2918151.0,9200547.0,8132187.0,2749.0,2795543.0,14535181.0,4759.0,163.0,7986446.0,5613405.0,3735632.0,,,,,,,
10/07/2021,Tamil Nadu,17404688.0,259994.0,705.0,14464514.0,2940174.0,9235434.0,8166478.0,2776.0,2809019.0,14589343.0,6326.0,167.0,8030076.0,5629395.0,3745217.0,,,,,,,
11/07/2021,Tamil Nadu,17489838.0,296385.0,664.0,14521299.0,2968539.0,9277314.0,8209741.0,2783.0,2812616.0,14669893.0,7329.0,167.0,8073044.0,5656406.0,3760388.0,,,,,,,
12/07/2021,Tamil Nadu,17843953.0,762415.0,1471.0,14777773.0,3066180.0,9445432.0,8395694.0,2827.0,2822198.0,15012716.0,9039.0,168.0,8255467.0,5766719.0,3821767.0,,,,,,,
13/07/2021,Tamil Nadu,18181398.0,749149.0,1551.0,15039119.0,3142279.0,9602586.0,8575931.0,2881.0,2830367.0,15340136.0,10895.0,171.0,8439620.0,5866852.0,3874926.0,,,,,,,
14/07/2021,Tamil Nadu,18548239.0,581121.0,1466.0,15322521.0,3225718.0,9780143.0,8765170.0,2926.0,2892615.0,15642842.0,12782.0,171.0,8623916.0,5979874.0,3944449.0,,,,,,,
15/07/2021,Tamil Nadu,18730668.0,527865.0,1332.0,15443587.0,3287081.0,9864832.0,8862886.0,2950.0,2934868.0,15781334.0,14466.0,172.0,8732249.0,6028629.0,3969790.0,,,,,,,
16/07/2021,Tamil Nadu,19028978.0,755404.0,1532.0,15655125.0,3373853.0,10003162.0,9022831.0,2985.0,2985186.0,16027896.0,15896.0,173.0,8907837.0,6110152.0,4010989.0,,,,,,,
17/07/2021,Tamil Nadu,19382285.0,836174.0,1562.0,15924709.0,3457576.0,10170004.0,9209241.0,3040.0,3024034.0,16340889.0,17362.0,176.0,9116062.0,6206685.0,4059538.0,,,,,,,
18/07/2021,Tamil Nadu,19496996.0,369254.0,854.0,16014013.0,3482983.0,10223728.0,9270210.0,3058.0,3032796.0,16446521.0,17679.0,178.0,9182117.0,6239121.0,4075758.0,,,,,,,
19/07/2021,Tamil Nadu,19749085.0,675373.0,1550.0,16212301.0,3536784.0,10337979.0,9408018.0,3088.0,3048710.0,16681507.0,18868.0,178.0,9327185.0,6309053.0,4112847.0,,,,,,,
20/07/2021,Tamil Nadu,19919524.0,470073.0,1253.0,16351116.0,3568408.0,10410109.0,9506305.0,3110.0,3059606.0,16839945.0,19973.0,178.0,9433389.0,6351217.0,4134918.0,,,,,,,
21/07/2021,Tamil Nadu,20093881.0,494767.0,1180.0,16489572.0,3604309.0,10491400.0,9599346.0,3135.0,3068674.0,17004217.0,20990.0,180.0,9534549.0,6399808.0,4159524.0,,,,,,,
22/07/2021,Tamil Nadu,20398939.0,789519.0,1571.0,16739547.0,3659392.0,10628995.0,9766763.0,3181.0,3077626.0,17299450.0,21863.0,184.0,9711208.0,6483743.0,4203988.0,,,,,,,
23/07/2021,Tamil Nadu,20724967.0,840436.0,1570.0,17001787.0,3723180.0,10778399.0,9943336.0,3232.0,3104050.0,17598068.0,22849.0,184.0,9904262.0,6571712.0,4248993.0,,,,,,,
24/07/2021,Tamil Nadu,21027753.0,691653.0,1396.0,17244484.0,3783269.0,10916674.0,10107797.0,3282.0,3134776.0,17869211.0,23766.0,184.0,10091056.0,6650394.0,4286303.0,,,,,,,
25/07/2021,Tamil Nadu,21134839.0,406687.0,862.0,17331126.0,3803713.0,10964694.0,10166845.0,3300.0,3143344.0,17966861.0,24634.0,189.0,10155301.0,6679432.0,4300106.0,,,,,,,
26/07/2021,Tamil Nadu,21430837.0,796803.0,1559.0,17578231.0,3852606.0,11094735.0,10332763.0,3339.0,3158431.0,18247134.0,25272.0,191.0,10331069.0,6759653.0,4340115.0,,,,,,,
27/07/2021,Tamil Nadu,21727255.0,720754.0,1532.0,17830930.0,3896325.0,11219795.0,10504077.0,3383.0,3172492.0,18529003.0,25760.0,193.0,10512636.0,6836373.0,4378246.0,,,,,,,
28/07/2021,Tamil Nadu,21985876.0,0.0,0.0,18046934.0,3938942.0,11332957.0,10649457.0,3462.0,3182830.0,18776585.0,26461.0,195.0,10669938.0,6904497.0,4411441.0,,,,,,,
29/07/2021,Tamil Nadu,22323375.0,879792.0,1644.0,18307571.0,4015804.0,11480714.0,10839116.0,3545.0,3235213.0,19060967.0,27195.0,195.0,10874840.0,6992828.0,4455707.0,,,,,,,
30/07/2021,Tamil Nadu,22660132.0,934164.0,1732.0,18555545.0,4104587.0,11630491.0,11025996.0,3645.0,3300741.0,19331412.0,27979.0,195.0,11079790.0,7080477.0,4499865.0,,,,,,,
31/07/2021,Tamil Nadu,23036192.0,905045.0,1717.0,18835602.0,4200590.0,11801935.0,11230511.0,3762.0,3381898.0,19625188.0,29106.0,200.0,11316898.0,7173952.0,4545342.0,,,,,,,
01/08/2021,Tamil Nadu,23303574.0,567765.0,1117.0,19063195.0,4240379.0,11930804.0,11368965.0,3805.0,3432365.0,19841668.0,29541.0,200.0,11457286.0,7254402.0,4591886.0,,,,,,,
02/08/2021,Tamil Nadu,23622736.0,908672.0,1713.0,19321702.0,4301034.0,12082142.0,11536719.0,3875.0,3469051.0,20122835.0,30850.0,203.0,11651513.0,7338012.0,4633211.0,,,,,,,
03/08/2021,Tamil Nadu,23903639.0,773407.0,1523.0,19547901.0,4355738.0,12211871.0,11687839.0,3929.0,3516249.0,20355388.0,32002.0,205.0,11826608.0,7408607.0,4668424.0,,,,,,,
04/08/2021,Tamil Nadu,24199269.0,866536.0,1713.0,19760942.0,4438327.0,12344927.0,11850359.0,3983.0,3600344.0,20565543.0,33382.0,206.0,12011942.0,7483062.0,4704265.0,,,,,,,
05/08/2021,Tamil Nadu,24495564.0,863437.0,1734.0,19998737.0,4496827.0,12475846.0,12015617.0,4101.0,3653551.0,20807159.0,34854.0,207.0,12194082.0,7558877.0,4742605.0,,,,,,,
06/08/2021,Tamil Nadu,24818414.0,827816.0,1717.0,20255133.0,4563281.0,12623648.0,12190565.0,4201.0,3732832.0,21049554.0,36028.0,210.0,12393697.0,7640442.0,4784275.0,,,,,,,
07/08/2021,Tamil Nadu,25126156.0,864140.0,1691.0,20507625.0,4618531.0,12768126.0,12353623.0,4407.0,3774871.0,21313782.0,37503.0,215.0,12591873.0,7714671.0,4819612.0,,,,,,,
08/08/2021,Tamil Nadu,25277500.0,594312.0,1237.0,20635755.0,4641745.0,12837620.0,12435451.0,4429.0,3793500.0,21446352.0,37648.0,215.0,12686174.0,7753176.0,4838150.0,,,,,,,
09/08/2021,Tamil Nadu,25522708.0,790804.0,1654.0,20836674.0,4686034.0,12952604.0,12565628.0,4476.0,3851723.0,21632554.0,38431.0,216.0,12838090.0,7815365.0,4869253.0,,,,,,,
10/08/2021,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,
11/08/2021,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,
12/08/2021,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,
13/08/2021,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,
14/08/2021,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,
15/08/2021,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,
16/01/2021,Telangana,317.0,111.0,102.0,317.0,0.0,171.0,146.0,0.0,0.0,317.0,,,,,,,,,,,,317.0
17/01/2021,Telangana,437.0,528.0,326.0,437.0,0.0,215.0,222.0,0.0,0.0,437.0,,,,,,,,,,,,437.0
18/01/2021,Telangana,2463.0,1206.0,708.0,2463.0,0.0,1133.0,1329.0,1.0,0.0,2463.0,,,,,,,,,,,,2463.0
19/01/2021,Telangana,11169.0,1600.0,887.0,11169.0,0.0,4640.0,6528.0,1.0,0.0,11169.0,,,,,,,,,,,,11169.0
20/01/2021,Telangana,11291.0,2332.0,1009.0,11291.0,0.0,4650.0,6640.0,1.0,0.0,11291.0,,,,,,,,,,,,11291.0
21/01/2021,Telangana,17837.0,2893.0,1053.0,17837.0,0.0,5704.0,12132.0,1.0,0.0,17837.0,,,,,,,,,,,,17837.0
22/01/2021,Telangana,24830.0,2985.0,1057.0,24830.0,0.0,7158.0,17671.0,1.0,0.0,24830.0,,,,,,,,,,,,24830.0
23/01/2021,Telangana,26183.0,3133.0,1102.0,26183.0,0.0,7835.0,18347.0,1.0,0.0,26183.0,,,,,,,,,,,,26183.0
24/01/2021,Telangana,27829.0,3577.0,1366.0,27829.0,0.0,8282.0,19546.0,1.0,0.0,27829.0,,,,,,,,,,,,27829.0
